title,visits,pI,year,month
Neue OZ online,148.585,599.645,2002,2
Nightloop,158.120,2.274.329,2002,2
Nikodemus,1.450,6.059,2002,2
Noe Astro,354.704,2.527.721,2002,2
Nordbayern Infonet,394.717,2.349.401,2002,2
NordClick,66.569,625.556,2002,2
Nordkurier-Online,55.970,456.871,2002,2
Nordsee-Zeitung online,44.037,419.580,2002,2
nordwest.net - Die ganze Region auf einen Klick,193.988,757.627,2002,2
NRZ.de (Neue Ruhr/Rhein Zeitung),144.072,763.038,2002,2
NW-News,147.475,747.735,2002,2
NWZ-Online,55.670,239.087,2002,2
Oberpfalznetz,54.410,289.189,2002,2
ÖKO-TEST Verbraucherberatung,2.849,16.316,2002,2
Oktoberfest online,32.701,226.169,2002,2
oldie.fm-Homepage,15.020,51.880,2002,2
OnVista.de - Spezialist für Finanzinformationen im...,4.187.549,34.562.285,2002,2
ONYX,69.921,699.716,2002,2
Ostfriesen-Zeitung online,35.142,159.422,2002,2
Ostsee-Zeitung.de,127.703,723.639,2002,2
OTZ.de (Ostthüringer Zeitung),51.606,259.543,2002,2
OWL Online,81.533,290.042,2002,2
PC GO,185.611,1.355.531,2002,2
PC Pr@xis Networld,139.334,861.484,2002,2
PC-MAGAZIN,493.852,2.634.689,2002,2
PC-WELT,3.453.748,20.888.356,2002,2
pcgames.de,930.188,6.418.225,2002,2
Perlentaucher,136.685,467.960,2002,2
PERRY RHODAN HOMEPAGE,58.201,490.099,2002,2
Pfälzischer Merkur Online,7.045,27.625,2002,2
Pharmazeutische Zeitung online,67.145,199.215,2002,2
Platow Online,66.844,377.100,2002,2
Playboy.de,853.243,6.553.000,2002,2
PNP-Online,160.238,795.505,2002,2
Praline interaktiv,3.484.224,90.633.831,2002,2
PrimusMedia,328.468,1.251.121,2002,2
Produktsuchmaschine,110.623,582.878,2002,2
ProSieben Club&Shop,40.489,202.137,2002,2
ProSieben Online,2.131.534,27.756.130,2002,2
publish.de,33.247,120.427,2002,2
publity - the new way to invest,5.577,28.075,2002,2
Pützchens Markt,1.266,3.481,2002,2
Qualimedic.de,502.531,12.251.221,2002,2
Radio Bonn/Rhein-Sieg,11.941,30.910,2002,2
RADIO ENERGY NETWORK,172.536,963.100,2002,2
Radio Hamburg,137.160,667.716,2002,2
RADIO PSR,106.598,499.770,2002,2
Radio Regenbogen,242.817,2.047.948,2002,2
Radio Salue,330.333,1.923.649,2002,2
radio SAW,71.834,453.255,2002,2
Radio Tele FFH-Server,524.748,2.966.221,2002,2
radionora.de,16.008,172.323,2002,2
Red Seven Online,488.045,4.877.404,2002,2
REISE & PREISE online,75.935,343.089,2002,2
reisen.de,196.610,1.742.706,2002,2
Revier Markt & Annoncen Avis - Kleinanzeigen NRW,556.271,5.139.819,2002,2
Revier Markt - Annoncen AVIS,503.039,6.572.816,2002,2
Rhein Main Presse/Main-Rheiner,306.441,1.935.759,2002,2
Rhein-Main.Net,210.181,1.641.317,2002,2
Rheinpfalz-Online,307.312,2.118.565,2002,2
Ricardo.de,891.797,9.877.397,2002,2
rp-online,1.790.553,11.659.278,2002,2
RPR Online,166.040,2.650.740,2002,2
rs2.de,331.081,1.761.906,2002,2
rsh.de,146.181,913.286,2002,2
RTL World - Gamechannel,3.688.624,39.186.755,2002,2
RTL World - GZSZ,600.312,6.247.125,2002,2
RTL World - RTL 2,1.052.648,10.579.154,2002,2
RTL World - TOGGO (Super RTL),1.118.125,21.937.385,2002,2
RTL.de,11.993.048,243.882.547,2002,2
RTV de,172.203,1.011.439,2002,2
RUND-UMS-BABY,310.112,6.531.625,2002,2
RZ-Online,1.010.028,5.918.405,2002,2
Saarland Online,242.727,1.515.688,2002,2
SAT 1 Online,3.033.695,92.139.691,2002,2
Schnigge,49.000,669.406,2002,2
schuelerjobs.de - Arbeit für Schüler und Studenten,49.700,278.802,2002,2
Schwäbische Zeitung Online,286.500,1.952.540,2002,2
serc-wildwings,25.991,91.277,2002,2
sharper.de,427.633,1.507.416,2002,2
SHZ.DE - about: media,82.723,474.007,2002,2
Siegener Zeitung online,28.856,137.985,2002,2
SKOL-SÜDKURIER Online,198.217,2.839.997,2002,2
sn-online,9.289,38.143,2002,2
Solingen-online,23.701,97.114,2002,2
SOUND 7,8.056,27.448,2002,2
Spektrum der Wissenschaft/Wissenschaft online,292.565,1.179.926,2002,2
SPIEGEL ONLINE,15.241.654,92.683.861,2002,2
Sport1,6.120.101,55.769.165,2002,2
Stadt Freiburg,60.563,341.781,2002,2
Stellen Online,193.876,858.298,2002,2
stern.de,2.954.962,22.850.106,2002,2
Stuttgarter Zeitung online & Stuttgarter...,497.974,4.034.972,2002,2
sueddeutsche.de,2.513.880,17.971.725,2002,2
Südwest Presse Online,16.029,40.591,2002,2
Super-Illu.de,401.276,4.973.945,2002,2
SVZ online,114.430,316.931,2002,2
SW-ONLINE (SWOL),83.004,878.200,2002,2
SZ-Newsline,136.259,683.047,2002,2
SZ-Online,354.481,2.402.515,2002,2
Tach auch! - Das Online-Magazin der Bremer...,18.764,46.753,2002,2
"taz, die tageszeitung",528.842,3.096.721,2002,2
TecChannel,1.223.855,6.320.319,2002,2
Technical Investor,435.571,3.944.731,2002,2
Telekom-Baskets-Bonn,46.008,312.009,2002,2
teltarif.de -Kommunikation ganz einfach,1.008.081,5.751.925,2002,2
Thueringer-Allgemeine.de,82.362,427.083,2002,2
TLZ.de (Thüringische Landeszeitung),21.541,94.626,2002,2
TOMORROW Online,2.375.595,13.127.319,2002,2
Toms Hardware Guide,902.360,6.537.744,2002,2
top agrar online,73.196,349.207,2002,2
Topautomobile.de,29.675,295.575,2002,2
travelchannel,623.700,3.549.519,2002,2
Traveltainment,43.663,283.572,2002,2
TUI.de,1.149.628,13.487.567,2002,2
TV Movie.de,636.643,9.694.541,2002,2
TV SPIELFILM Online,707.916,5.579.226,2002,2
TV TODAY,1.029.725,4.173.630,2002,2
TV TODAY Network - Kostenlos,1.280.983,11.193.999,2002,2
TV TODAY Network - myToday,12.611,23.183,2002,2
TV TODAY Network - Online Today,166.069,735.890,2002,2
TV TOTAL,1.261.367,5.863.191,2002,2
TW network,95.145,593.606,2002,2
Twnetwork.de Englisch,29.370,74.904,2002,2
UBOOT,12.647.077,131.132.925,2002,2
Umzug nach Bonn,4.551,18.827,2002,2
UNICUM online,378.013,3.104.728,2002,2
Varta Hotel- und Restaurantführer,134.863,949.039,2002,2
VDI-Nachrichten online,67.339,401.820,2002,2
Vectrum - Der  Suchkatalog,106.366,149.934,2002,2
Vereinigte Wirtschaftsdienste - vwd Internet...,446.730,1.880.010,2002,2
vidado,203.684,2.329.707,2002,2
Virtueller Marktplatz,17.655,68.032,2002,2
Virtueller Marktplatz - Treffpunkt Niederbayern,12.762,49.485,2002,2
Virtueller Marktplatz Bayern,30.515,160.441,2002,2
"Volksstimme, Magdeburg",86.151,534.041,2002,2
VOX,473.452,3.447.444,2002,2
w&v-online,461.332,1.873.741,2002,2
Wahre Liebe Online,1.369.659,42.629.496,2002,2
Wallstreet-Online,2.871.832,31.957.898,2002,2
wap.de,70.252,494.687,2002,2
Waterpolo World,49.612,422.748,2002,2
WAZ.de (Westdeutsche Allgemeine Zeitung),370.897,2.038.279,2002,2
Webbes,29.814,94.037,2002,2
Wekanet,9.153,19.099,2002,2
Wer liefert was?; WLW-ONLINE,771.838,6.182.806,2002,2
Weser Kurier Online,51.913,218.769,2002,2
Westfaelische-Rundschau.de,117.589,540.467,2002,2
Westfalenpost.de,70.960,284.626,2002,2
Westline,474.793,3.827.296,2002,2
wetter.com,1.006.200,5.805.195,2002,2
wetter.net,1.516.852,3.906.588,2002,2
WetterOnline,3.813.685,29.053.701,2002,2
Wirtschaftsinformatik Online,8.235,31.786,2002,2
WirtschaftsWoche,530.344,3.177.589,2002,2
Wochenquiz,70.411,147.933,2002,2
www.start.de - raus per maus,126.952,389.948,2002,2
WZ-newsline (Westdeutsche Zeitung),94.726,464.319,2002,2
Xonio - Das Tor zur mobilen Welt,369.059,1.961.590,2002,2
Yam.de,626.052,6.124.747,2002,2
Yellowmap,551.071,3.331.594,2002,2
Young Professional,12.894,56.325,2002,2
ZDNet,3.684.203,35.136.746,2002,2
Zeit im Internet,938.679,5.155.752,2002,2
ZET.NET Community,72.249,519.455,2002,2
ZET.NET Spickzettel,208.066,565.246,2002,2
Zweite Hand Automarkt,63.224,626.417,2002,2
Zweite Hand Bootshandel,28.144,260.509,2002,2
Zweite Hand.de - Ihr Anzeigenmarkt für Berlin,522.965,4.641.169,2002,2
104.6 RTL Online,71.712,309.829,2002,3
[030] - Das Stadtmagazin für Berlin,45.793,199.075,2002,3
Aachener Nachrichten,92.476,342.838,2002,3
Aachener Zeitung,110.603,544.854,2002,3
abenteuer und reisen,125.847,738.601,2002,3
Absatzwirtschaft-Online,30.053,155.979,2002,3
Aerzte Zeitung Online,240.434,1.212.512,2002,3
Agenturcafe,30.966,114.037,2002,3
All-in.de,96.505,704.495,2002,3
all4engineers-Netzwerk für Ingenieure,1.300,7.957,2002,3
Allegra,309.526,4.217.418,2002,3
almeda.de - Ihr Gesundheitsnetz,131.872,608.777,2002,3
AMICA Online,1.480.764,15.145.407,2002,3
Antenne Bayern,1.781.449,6.750.058,2002,3
AOL Homepage,14.460.214,84.954.862,2002,3
ARIVA.DE,707.281,6.369.830,2002,3
ASTROWOCHE,568.049,3.394.241,2002,3
AUDIMAX - Online,23.863,85.714,2002,3
Augsburger Allgemeine Online,279.140,2.712.983,2002,3
ausderluft,73.380,995.994,2002,3
Auto Bild Online,678.138,5.039.480,2002,3
Autohandel-Net,36.974,393.906,2002,3
Autohaus Online,79.272,418.684,2002,3
Baden Online,96.506,936.803,2002,3
baden24.de,136.663,1.131.254,2002,3
Badische Zeitung Online,228.417,1.503.157,2002,3
BauNetz,277.428,2.136.550,2002,3
Beig Verlag,12.080,48.445,2002,3
Bellevue,118.839,1.260.672,2002,3
Berlin 1,1.567.873,13.549.709,2002,3
Berliner Rundfunk.de,13.567,37.765,2002,3
BerlinOnline,1.717.721,10.808.627,2002,3
Bild der Wissenschaft online,291.131,1.164.267,2002,3
Bild.de,10.552.039,123.587.653,2002,3
bildschirmschoner.de,576.495,6.222.785,2002,3
Bodenseeferien.de,22.298,104.657,2002,3
boerse-online.de,994.953,6.231.895,2002,3
boerse.de,1.310.753,7.709.149,2002,3
Bonn XXL,17.810,54.710,2002,3
Bonner Illustrierte,20.286,122.378,2002,3
Bonnsite,29.964,136.717,2002,3
BRAVO.de,1.538.364,17.448.864,2002,3
Bremer Nachrichten Online,10.135,30.076,2002,3
Brigitte.de,935.418,11.047.374,2002,3
Bundesliga.de,930.244,6.357.034,2002,3
Business-Guide,99.037,604.706,2002,3
Business-Suchdienst,46.631,102.842,2002,3
capital.de,113.043,407.941,2002,3
CHART-RADIO,341.861,1.908.771,2002,3
CHIP Online,9.588.409,68.952.978,2002,3
ciao.com,1.068.734,16.056.899,2002,3
CINA,44.852,325.529,2002,3
CINEMA Online,727.733,7.472.115,2002,3
City-Guide,128.735,512.249,2002,3
CityInfoNetz,168.864,832.668,2002,3
cityweb.de,717.824,2.608.317,2002,3
Computer Partner Online,100.614,355.525,2002,3
Computerwoche Online,405.424,1.378.635,2002,3
condomi.com,44.767,88.929,2002,3
Consors - Discount-Broker AG,4.094.179,21.085.274,2002,3
Coupé Online,3.870.258,77.877.049,2002,3
de.internet.com,64.702,162.072,2002,3
deltaradio,125.700,637.217,2002,3
Der Betrieb Online,10.335,47.135,2002,3
deutsche getränke wirtschaft,730,2.493,2002,3
Deutsche Standards,15.605,31.638,2002,3
Deutsches Ärzteblatt - online,131.856,1.320.052,2002,3
Deutsches Entertainment Magazin,828.358,3.089.519,2002,3
DEWEZET.de,80.835,400.411,2002,3
DHD24 Online Kleinanzeigen-Datenbank,768.739,8.331.493,2002,3
DIE WELT online,3.345.209,15.037.318,2002,3
Die Wochenshow Online,56.700,260.344,2002,3
dk-online (Delmenhorster Kreisblatt),19.015,70.857,2002,3
DMEuro.com,507.718,2.303.639,2002,3
Donau.de,131.524,1.170.477,2002,3
donaukurier.de,67.781,308.908,2002,3
Düsseldorf Diskret,18.260,164.164,2002,3
Echo Online,135.372,929.628,2002,3
eComments.de,45.878,299.488,2002,3
Edgar,1.839.651,10.491.739,2002,3
EFF 21 - Der Event- und Freizeitfinder,20.132,208.600,2002,3
EifelLive,13.612,53.975,2002,3
Elektroniknet,94.169,275.730,2002,3
Elektronikpraxis.de,6.860,23.521,2002,3
Elektrotechnik.de,6.393,17.246,2002,3
ELLE,142.954,1.165.168,2002,3
Eltern.de,436.019,9.225.698,2002,3
Emder Zeitung.de,13.386,30.155,2002,3
ENERGY Sachsen,45.824,190.537,2002,3
Evita,700.951,4.411.883,2002,3
Express Online,1.445.537,8.343.505,2002,3
F1-Plus,297.205,1.262.149,2002,3
Fachzeitschriften Portal,5.624,44.892,2002,3
Falk online,2.153.818,22.792.444,2002,3
Familie & Co-Online,143.931,1.408.914,2002,3
Fashionseek.net,11.452,29.823,2002,3
FAZ.NET,1.708.050,10.963.576,2002,3
Financial Times Deutschland,1.874.621,6.246.301,2002,3
finanzen.net - Internetservice für Kapitalanleger,443.532,1.936.019,2002,3
Finanztreff.de,3.127.947,24.641.100,2002,3
FIT FOR FUN Online,441.205,3.642.315,2002,3
Flyer,32.665,170.706,2002,3
FNweb,20.444,69.533,2002,3
FOCUS ONLINE,7.146.182,70.834.341,2002,3
FOCUS-MONEY ONLINE,179.032,850.739,2002,3
Fränkischer Tag Online,77.857,289.562,2002,3
Frankenpost online,107.122,675.848,2002,3
Frankfurter Rundschau online,640.912,4.430.513,2002,3
Freie Presse Online,315.930,2.093.979,2002,3
freundin online,486.923,4.374.734,2002,3
funcity,493.781,10.879.569,2002,3
Funkschau,22.999,76.137,2002,3
GALA Online,67.422,382.805,2002,3
GameStar,2.214.935,17.655.586,2002,3
gamigo.de,4.348.868,51.758.977,2002,3
General-Anzeiger Online,389.469,3.162.476,2002,3
General-Anzeiger-Rhauderfehn,34.981,115.322,2002,3
GENIOS Internet,12.755,83.576,2002,3
GEO Explorer/GEO Saison Traveller,412.821,2.242.084,2002,3
GERMAN HOT 100 COMPANY TRACKER,11.759,51.080,2002,3
Gesundheit-aktuell - Ihr Online...,14.756,50.433,2002,3
GMX,63.638.417,486.044.016,2002,3
Grafschafter Nachrichten online,22.154,62.168,2002,3
GRIN Global Research & Information Network,188.837,1.783.847,2002,3
Guter Rat ! - Das Magazin im Netz,60.862,208.559,2002,3
GZ online,30.301,175.858,2002,3
Hamburger Abendblatt Online,560.989,6.824.459,2002,3
Hamburger Morgenpost Online,401.988,2.264.893,2002,3
Handelsblatt Junge Karriere,200.617,1.738.088,2002,3
Handelsblatt.com,2.367.710,11.202.058,2002,3
handy.de,1.102.437,10.024.110,2002,3
happyYuppie.com,50.518,462.107,2002,3
Harburger Anzeigen und Nachrichten,29.160,124.480,2002,3
HAUS+GARTEN ONLINE,192.420,1.677.452,2002,3
Hausarbeiten.de,1.015.392,7.718.557,2002,3
Heidenheimer Zeitung online,22.413,76.175,2002,3
Heilbronner Stimme online,193.967,1.768.540,2002,3
heise online,15.842.401,80.682.932,2002,3
Hightext iBusiness,203.818,605.703,2002,3
Hit Radio Antenne,230.485,2.157.439,2002,3
HitMachine.de,17.808,72.055,2002,3
hitradio Antenne1,270.649,2.078.493,2002,3
Hitradioworld,12.050,38.977,2002,3
Hochschulanzeiger.de,50.779,184.934,2002,3
HORIZONT.NET,301.893,1.495.106,2002,3
"HUNDERT,6 Das Berlin Radio",14.690,46.338,2002,3
Idowa Online,47.285,293.913,2002,3
IKZ-HAUSTECHNIK-Online,16.289,56.206,2002,3
IKZ-online.de (Iserlohner Kreisanzeiger),22.579,83.422,2002,3
impulse.de,23.473,70.066,2002,3
INTERNET-MAGAZIN,67.150,311.442,2002,3
Internetcologne,961.969,1.517.078,2002,3
INTRINET,184.748,1.019.711,2002,3
Jesus-online,69.059,258.340,2002,3
Jesus.de,425.967,4.373.303,2002,3
Joe-Max,1.792,4.805,2002,3
JPC,1.297.325,7.943.635,2002,3
Kabel 1,318.710,2.632.105,2002,3
Kamelle,3.886,14.632,2002,3
kicker online,2.509.240,19.083.836,2002,3
KISS FM,53.608,347.836,2002,3
KN-Online,99.320,481.138,2002,3
Köln Diskret,65.605,1.084.449,2002,3
Koeln.de,800.897,7.043.556,2002,3
Kölner Stadt-Anzeiger Online,584.848,3.304.880,2002,3
Kölnische Rundschau,159.034,670.156,2002,3
Koelnverkehr,24.674,112.950,2002,3
Konstanz.de,54.377,386.110,2002,3
Konstruktionspraxis.de,3.776,11.880,2002,3
Kontaktanzeigen.de,313.771,2.767.785,2002,3
Kostenlos,1.218.274,10.389.246,2002,3
kress online,328.080,907.391,2002,3
L'TUR Last Minute Online,2.009.161,25.652.242,2002,3
LAUT. der musikkanal.,576.074,2.099.916,2002,3
Liebe Suende Online,216.340,2.846.093,2002,3
Liebe.de,1.029.457,20.380.259,2002,3
Life-TV,6.814,17.893,2002,3
Lifeline-Gesundheitsberater,593.219,3.000.423,2002,3
Lissy-Online,71.996,1.122.675,2002,3
Live in Concert online,147,331,2002,3
Living at home,277.479,4.434.764,2002,3
LN-online,129.087,483.372,2002,3
LR-Online,78.250,644.487,2002,3
LVZ-Online,267.289,1.790.054,2002,3
LZ-Online,34.318,121.211,2002,3
LZ|NET,205.478,1.076.494,2002,3
Mac-Online-Kombi,154.921,583.361,2002,3
Macwelt,375.968,1.573.049,2002,3
Märkische Oderzeitung Online,34.189,177.448,2002,3
MaerkischeAllgemeine.de,60.684,353.585,2002,3
Main-Echo Online,127.683,695.463,2002,3
Main-Netz,36.526,254.254,2002,3
Main-Shop,2.607,19.309,2002,3
mainpost.de,241.728,1.516.802,2002,3
manager magazin online,1.356.570,4.361.006,2002,3
Managers Health,4.544,16.740,2002,3
Markt - Lippe,5.237,15.046,2002,3
MAX Online,934.816,13.900.675,2002,3
Media-Daten.com,45.434,222.119,2002,3
Mein schöner Garten Online,161.059,1.472.729,2002,3
Mein-Gesundheitszentrum,120,322,2002,3
"meinberlin (Der Tagesspiegel, Zitty,...",781.387,4.488.980,2002,3
mobile.de Der Automarkt,11.682.761,315.952.356,2002,3
moneyspecial,59.878,182.768,2002,3
Morgenweb,267.787,1.794.119,2002,3
Motorrad-Online,279.111,4.119.004,2002,3
motorrad.net,126.110,565.364,2002,3
Mountainbike.de,30.503,216.894,2002,3
mt-online,47.617,139.997,2002,3
mtv.de,1.447.569,7.318.803,2002,3
multimedia.de,63.506,453.047,2002,3
MVweb,127.713,803.590,2002,3
mz-web.de,116.712,678.662,2002,3
n-tv online,4.376.152,26.814.324,2002,3
N24 Online,308.157,1.180.518,2002,3
NBC GIGA,3.655.315,48.973.971,2002,3
NETedition,23.513,274.248,2002,3
NetworkWorld Germany,146.582,430.421,2002,3
Netzmarkt-Deutschlands erstes Internet-Kaufhaus,847.609,6.802.303,2002,3
Neue OZ online,159.272,836.814,2002,3
NewsClick,106.655,490.177,2002,3
Nightloop,175.148,2.662.272,2002,3
Nikodemus,13.927,57.663,2002,3
Noe Astro,339.976,2.259.093,2002,3
Nordbayern Infonet,447.535,2.682.900,2002,3
NordClick,67.680,631.548,2002,3
Nordkurier-Online,61.503,390.980,2002,3
Nordsee-Zeitung online,47.336,509.725,2002,3
nordwest.net - Die ganze Region auf einen Klick,196.912,758.897,2002,3
NRZ.de (Neue Ruhr/Rhein Zeitung),172.530,915.698,2002,3
NW-News,167.749,911.735,2002,3
NWZ-Online,56.632,241.010,2002,3
Oberpfalznetz,80.668,399.399,2002,3
ÖKO-TEST Verbraucherberatung,155.362,1.372.509,2002,3
Oktoberfest online,38.571,287.315,2002,3
oldie.fm-Homepage,16.711,56.357,2002,3
OnVista.de - Spezialist für Finanzinformationen im...,4.582.779,38.151.804,2002,3
ONYX,71.382,441.439,2002,3
Ostfriesen-Zeitung online,39.390,178.152,2002,3
Ostsee-Zeitung.de,134.249,709.326,2002,3
OTZ.de (Ostthüringer Zeitung),60.964,323.437,2002,3
OWL Online,85.914,284.743,2002,3
PC GO,222.510,1.766.122,2002,3
PC Pr@xis Networld,144.889,859.043,2002,3
PC-MAGAZIN,510.030,2.757.697,2002,3
PC-WELT,3.730.575,23.106.441,2002,3
pcgames.de,1.085.410,7.269.366,2002,3
Perlentaucher,155.717,531.741,2002,3
PERRY RHODAN HOMEPAGE,65.098,553.792,2002,3
Pfälzischer Merkur Online,9.150,33.167,2002,3
Pharmazeutische Zeitung online,70.126,257.861,2002,3
Platow Online,68.429,396.982,2002,3
Playboy.de,551.793,4.808.170,2002,3
PNP-Online,209.436,1.196.365,2002,3
Praline interaktiv,3.545.807,91.597.897,2002,3
PrimusMedia,347.295,1.263.035,2002,3
Produktsuchmaschine,121.254,705.803,2002,3
ProSieben Club&Shop,29.666,136.509,2002,3
ProSieben Online,3.181.903,38.178.134,2002,3
publish.de,33.340,115.356,2002,3
publity - the new way to invest,4.692,19.786,2002,3
Pützchens Markt,1.545,5.016,2002,3
Qualimedic.de,521.626,12.317.268,2002,3
Radio Bonn/Rhein-Sieg,12.814,30.890,2002,3
RADIO ENERGY NETWORK,231.577,1.238.002,2002,3
Radio ffn,181.857,945.316,2002,3
Radio Hamburg,160.421,1.016.361,2002,3
RADIO PSR,114.264,519.495,2002,3
Radio Regenbogen,262.948,2.418.613,2002,3
Radio Salue,415.941,2.612.007,2002,3
radio SAW,84.245,405.752,2002,3
Radio Tele FFH-Server,578.312,3.293.914,2002,3
radionora.de,21.284,138.556,2002,3
Red Seven Online,432.914,4.742.362,2002,3
region-aachen.de,48.120,309.938,2002,3
REISE & PREISE online,65.796,313.694,2002,3
reisen.de,198.592,1.816.896,2002,3
Revier Markt & Annoncen Avis - Kleinanzeigen NRW,419.873,3.771.950,2002,3
Revier Markt - Annoncen AVIS,479.620,6.063.504,2002,3
Rhein Main Presse/Main-Rheiner,347.767,2.069.124,2002,3
Rhein-Main.Net,227.213,1.710.022,2002,3
Rheinpfalz-Online,337.644,2.332.502,2002,3
Ricardo.de,880.797,10.895.352,2002,3
rp-online,1.842.595,12.136.033,2002,3
RPR Online,177.159,2.986.883,2002,3
rs2.de,392.780,2.479.662,2002,3
rsh.de,166.862,1.191.225,2002,3
RTL World - Gamechannel,4.208.694,47.708.230,2002,3
RTL World - GZSZ,701.369,8.095.573,2002,3
RTL World - RTL 2,1.139.114,12.821.430,2002,3
RTL World - TOGGO (Super RTL),1.163.731,26.437.723,2002,3
RTL.de,12.625.385,263.385.450,2002,3
RTV de,181.814,1.129.620,2002,3
RUND-UMS-BABY,328.157,6.737.684,2002,3
RZ-Online,1.069.275,6.133.202,2002,3
Saarland Online,261.988,1.635.183,2002,3
SAT 1 Online,3.647.985,125.079.069,2002,3
Schnigge,78.368,1.110.612,2002,3
schuelerjobs.de - Arbeit für Schüler und Studenten,47.520,264.168,2002,3
Schwäbische Zeitung Online,307.472,2.154.916,2002,3
serc-wildwings,42.905,150.210,2002,3
sharper.de,449.664,1.578.705,2002,3
SHZ.DE - about: media,94.517,551.113,2002,3
Siegener Zeitung online,31.983,149.148,2002,3
SKOL-SÜDKURIER Online,193.510,2.623.631,2002,3
sn-online,11.380,48.391,2002,3
Solingen-online,25.137,106.439,2002,3
SOUND 7,7.812,24.703,2002,3
Spektrum der Wissenschaft/Wissenschaft online,303.091,1.256.344,2002,3
SPIEGEL ONLINE,15.642.748,89.500.655,2002,3
Sport1,5.511.664,45.098.682,2002,3
Stadt Freiburg,111.865,647.029,2002,3
Stellen Online,199.937,801.883,2002,3
stern.de,3.768.784,26.564.102,2002,3
Stuttgarter Zeitung online & Stuttgarter...,505.867,4.078.903,2002,3
sueddeutsche.de,2.608.230,18.050.215,2002,3
Südwest Presse Online,97.334,770.590,2002,3
Super-Illu.de,434.679,5.503.961,2002,3
SVZ online,95.322,311.178,2002,3
SW-ONLINE (SWOL),93.577,1.017.587,2002,3
SZ-Newsline,136.661,695.122,2002,3
SZ-Online,377.621,2.517.397,2002,3
Tach auch! - Das Online-Magazin der Bremer...,19.450,50.288,2002,3
"taz, die tageszeitung",568.518,3.324.917,2002,3
TecChannel,1.195.140,6.215.457,2002,3
Technical Investor,511.844,4.780.742,2002,3
Telekom-Baskets-Bonn,55.713,374.064,2002,3
teltarif.de -Kommunikation ganz einfach,1.010.641,5.597.405,2002,3
Thueringer-Allgemeine.de,88.821,429.766,2002,3
TLZ.de (Thüringische Landeszeitung),53.563,249.661,2002,3
TOMORROW Online,2.535.036,15.340.180,2002,3
Toms Hardware Guide,850.088,6.114.969,2002,3
top agrar online,73.721,347.801,2002,3
Topautomobile.de,23.962,221.753,2002,3
travelchannel,648.902,4.456.553,2002,3
Traveltainment,37.662,222.701,2002,3
